,INTERSECT
2413,False
824,False
31,True
1834,True
3321,False
2474,False
647,False
1357,False
2355,False
1796,False
3233,False
340,True
3323,False
102,False
2150,False
848,False
2465,False
2837,False
584,False
2352,False
703,False
741,False
1522,False
2935,False
3303,False
331,True
1401,False
2867,True
560,True
19,False
1120,False
2075,False
2601,False
2156,False
1233,False
3345,False
930,False
2983,False
875,False
2007,False
3496,False
2511,False
851,True
478,False
50,False
1201,False
1159,False
2503,False
1021,False
853,False
3400,True
482,False
2130,True
697,True
3196,True
