,VÍCTIMA
3276,1.0
1371,1.0
1078,0.0
3559,1.0
476,0.0
2073,1.0
849,0.0
1950,1.0
2279,1.0
2991,1.0
2364,1.0
2114,0.0
3284,0.0
2450,1.0
3759,1.0
2513,1.0
1856,1.0
2791,0.0
601,0.0
2008,1.0
309,0.0
156,1.0
31,1.0
2697,0.0
1277,1.0
2993,1.0
2128,0.0
2408,0.0
2257,0.0
670,1.0
2864,0.0
2652,0.0
9,0.0
3711,0.0
2559,1.0
1032,0.0
2182,1.0
3352,1.0
2243,1.0
2267,1.0
663,0.0
1786,1.0
1362,0.0
3754,1.0
839,0.0
533,0.0
187,0.0
2205,0.0
2524,0.0
1384,1.0
647,1.0
904,1.0
1594,0.0
290,0.0
2480,1.0
1376,0.0
2895,0.0
430,1.0
1908,0.0
3321,1.0
3160,0.0
3440,1.0
2443,0.0
2105,1.0
63,1.0
350,1.0
3289,1.0
705,0.0
3600,1.0
906,0.0
1772,0.0
832,0.0
1462,0.0
2787,0.0
874,1.0
1828,1.0
1831,0.0
2976,1.0
2504,0.0
136,0.0
3029,1.0
1112,0.0
658,0.0
1133,1.0
825,1.0
3468,1.0
851,1.0
77,1.0
3243,1.0
1280,1.0
1435,1.0
622,0.0
1878,0.0
1149,1.0
2840,0.0
3343,0.0
2598,0.0
1794,0.0
2510,1.0
614,0.0
561,1.0
2219,1.0
1208,1.0
520,0.0
1102,1.0
3696,0.0
1847,1.0
1936,1.0
3089,0.0
3498,0.0
264,1.0
2853,0.0
3720,1.0
779,0.0
2049,0.0
2883,0.0
1124,0.0
3683,0.0
1434,1.0
1917,1.0
377,1.0
1096,0.0
1444,0.0
2273,1.0
2854,0.0
1252,0.0
1031,0.0
1501,0.0
1499,0.0
2406,0.0
3011,0.0
2463,1.0
1431,1.0
189,1.0
1745,1.0
1710,1.0
2645,1.0
763,1.0
3332,1.0
3273,1.0
3627,0.0
239,1.0
192,1.0
1611,0.0
2938,1.0
1508,1.0
1540,0.0
1442,0.0
2131,1.0
1094,1.0
274,0.0
2183,1.0
1567,0.0
3261,1.0
1496,0.0
3588,1.0
1677,0.0
1075,0.0
644,0.0
635,0.0
3690,0.0
3135,1.0
3502,0.0
1595,0.0
375,0.0
3222,0.0
379,1.0
1744,0.0
2025,1.0
3520,0.0
3411,1.0
959,0.0
3279,0.0
201,1.0
2994,1.0
2676,0.0
1544,1.0
1368,0.0
3283,1.0
996,0.0
3063,1.0
165,0.0
3555,1.0
367,1.0
1554,1.0
865,0.0
2653,1.0
1216,0.0
2850,0.0
3325,1.0
3649,0.0
1182,1.0
347,0.0
2911,1.0
982,0.0
1317,0.0
144,0.0
3484,0.0
3633,1.0
3149,0.0
1181,1.0
1989,0.0
1027,1.0
2871,1.0
1109,0.0
596,0.0
3748,1.0
157,1.0
3339,1.0
387,1.0
35,1.0
3114,1.0
2617,1.0
3322,0.0
2518,1.0
2075,0.0
545,1.0
2375,1.0
3056,0.0
3126,1.0
2574,1.0
3630,0.0
435,1.0
720,1.0
1693,0.0
597,0.0
3253,1.0
3449,0.0
3277,0.0
3199,0.0
1536,0.0
2924,1.0
3044,1.0
496,0.0
1566,0.0
1871,0.0
2424,0.0
1502,1.0
1110,0.0
3670,1.0
562,1.0
868,1.0
1465,1.0
951,0.0
3584,1.0
709,0.0
1636,1.0
141,1.0
1519,1.0
11,0.0
3170,1.0
719,0.0
3323,1.0
2447,0.0
1647,0.0
2137,1.0
3618,0.0
934,1.0
3333,0.0
213,1.0
836,0.0
3223,1.0
2767,1.0
3609,1.0
2685,1.0
3005,1.0
92,0.0
3267,1.0
2975,0.0
2941,1.0
2140,1.0
1985,0.0
2224,0.0
2247,1.0
2745,0.0
2149,0.0
1621,1.0
3043,1.0
1247,0.0
1473,1.0
1715,1.0
1296,0.0
81,0.0
1253,0.0
2348,1.0
2383,1.0
1706,0.0
965,1.0
3747,0.0
83,0.0
3030,1.0
2005,1.0
1365,0.0
551,0.0
2435,0.0
2349,0.0
3184,1.0
1692,0.0
2397,1.0
2343,0.0
1423,1.0
538,1.0
326,0.0
1730,1.0
307,0.0
3346,0.0
1530,1.0
3416,0.0
1221,0.0
3125,0.0
443,1.0
3162,0.0
368,1.0
2367,0.0
3641,0.0
3512,1.0
662,0.0
2405,0.0
2716,0.0
2237,1.0
1830,0.0
3697,1.0
1345,0.0
185,1.0
2492,1.0
339,1.0
1588,0.0
3210,0.0
1680,1.0
1067,0.0
262,1.0
656,1.0
3601,0.0
3025,1.0
1261,0.0
632,1.0
3031,1.0
2811,0.0
2316,0.0
908,0.0
2150,0.0
1623,1.0
2579,1.0
3195,0.0
798,1.0
638,1.0
1373,0.0
1597,0.0
1319,1.0
3258,1.0
3456,0.0
2553,0.0
840,0.0
393,0.0
75,1.0
2360,0.0
1735,1.0
1795,1.0
2324,0.0
3341,1.0
1622,1.0
1385,1.0
3240,1.0
2627,1.0
3624,0.0
2744,1.0
1759,1.0
416,1.0
381,1.0
1651,0.0
3226,0.0
2483,0.0
745,1.0
1851,0.0
1852,1.0
3180,1.0
3370,0.0
1150,0.0
2040,0.0
1229,0.0
1523,1.0
2374,0.0
334,1.0
3295,1.0
3647,0.0
1996,0.0
1624,0.0
3385,1.0
3363,0.0
2084,0.0
2565,0.0
1171,1.0
472,0.0
1598,1.0
1375,0.0
2139,1.0
1879,0.0
1477,1.0
3302,0.0
3577,0.0
86,1.0
1620,1.0
1414,0.0
1291,1.0
805,0.0
714,1.0
3392,1.0
1401,0.0
1663,0.0
1984,0.0
1912,0.0
1833,0.0
3738,0.0
421,0.0
2241,1.0
17,0.0
1981,0.0
135,1.0
246,0.0
1249,0.0
3443,1.0
3109,0.0
2461,1.0
139,1.0
2098,0.0
1134,0.0
484,0.0
2071,1.0
886,1.0
1732,0.0
79,1.0
1890,1.0
1731,1.0
110,0.0
3256,1.0
521,1.0
2626,0.0
2211,1.0
2703,1.0
222,1.0
3093,0.0
2602,0.0
3598,1.0
2639,1.0
108,1.0
3452,0.0
713,0.0
148,0.0
3409,1.0
1083,1.0
3016,0.0
3556,1.0
607,1.0
2414,1.0
1281,0.0
2619,0.0
710,0.0
2495,1.0
3275,1.0
1451,1.0
1721,0.0
667,1.0
2624,0.0
1012,1.0
754,1.0
3091,0.0
2013,1.0
2198,0.0
515,1.0
2421,1.0
415,1.0
2332,0.0
1803,1.0
961,0.0
795,0.0
3327,0.0
3524,0.0
306,0.0
1188,1.0
2169,1.0
2107,0.0
1066,1.0
525,0.0
346,1.0
299,1.0
743,0.0
2799,0.0
2555,0.0
2583,0.0
2522,0.0
1513,0.0
1868,0.0
2595,0.0
3645,1.0
741,0.0
1061,0.0
3234,1.0
3262,1.0
3615,1.0
1432,0.0
1904,0.0
501,0.0
3493,0.0
3173,0.0
3098,1.0
1045,0.0
2120,0.0
2467,0.0
2660,1.0
2194,0.0
3187,1.0
3115,1.0
2808,0.0
3404,0.0
46,0.0
1456,1.0
1258,0.0
1227,0.0
1263,0.0
126,0.0
789,1.0
1814,0.0
790,1.0
2839,1.0
780,0.0
711,0.0
1223,0.0
196,1.0
2614,0.0
342,1.0
419,0.0
641,0.0
3604,0.0
2491,1.0
973,1.0
2587,0.0
1220,1.0
3132,0.0
2286,0.0
606,1.0
3492,1.0
2479,0.0
766,0.0
3764,0.0
2556,0.0
1832,0.0
2858,1.0
294,1.0
1048,1.0
2179,0.0
1140,1.0
1666,1.0
3723,0.0
2298,0.0
3379,1.0
2682,0.0
1466,1.0
3230,1.0
438,0.0
546,0.0
3353,0.0
2908,1.0
518,0.0
260,1.0
2541,1.0
2018,0.0
3544,1.0
3124,1.0
2751,0.0
2945,0.0
2459,1.0
3620,1.0
2824,1.0
284,1.0
1166,0.0
2162,0.0
2784,1.0
3027,1.0
2837,0.0
2193,1.0
270,1.0
903,0.0
1350,1.0
1816,0.0
2100,0.0
1303,0.0
2798,1.0
1421,1.0
1965,0.0
2282,0.0
3678,0.0
2746,0.0
3208,1.0
23,0.0
999,0.0
1081,1.0
3064,1.0
463,1.0
3362,0.0
2352,1.0
3554,0.0
3679,1.0
2313,1.0
2404,0.0
3725,1.0
2529,0.0
844,1.0
1569,0.0
3157,1.0
752,1.0
1255,1.0
1512,1.0
3714,0.0
3537,0.0
774,1.0
3719,1.0
3628,0.0
1428,0.0
1074,0.0
2852,0.0
3207,1.0
468,0.0
358,0.0
1580,1.0
997,1.0
1880,1.0
2370,0.0
1377,1.0
335,1.0
1264,0.0
481,1.0
1356,1.0
3432,0.0
1169,0.0
2339,1.0
750,1.0
938,0.0
3252,1.0
445,0.0
255,1.0
1019,0.0
657,0.0
1426,0.0
1854,1.0
3168,0.0
3572,1.0
103,0.0
2968,0.0
2597,0.0
2381,1.0
28,0.0
2076,0.0
2153,0.0
2006,1.0
3100,1.0
2304,1.0
2712,1.0
1813,0.0
2260,0.0
3291,1.0
704,1.0
461,1.0
494,1.0
2779,0.0
3496,0.0
383,0.0
3571,0.0
2123,1.0
1638,1.0
3545,1.0
266,1.0
3298,0.0
1668,0.0
305,1.0
1450,1.0
1865,0.0
84,0.0
3265,0.0
3247,0.0
1568,0.0
3463,1.0
1418,0.0
1955,1.0
1767,1.0
3622,1.0
3141,0.0
3019,0.0
2631,1.0
3477,0.0
1537,0.0
2228,0.0
2905,0.0
2554,1.0
1993,1.0
3425,0.0
1071,1.0
590,1.0
1630,0.0
1353,1.0
164,0.0
2029,1.0
3046,0.0
428,1.0
1510,0.0
2442,1.0
3085,0.0
1155,1.0
1591,1.0
1839,0.0
1884,1.0
1883,1.0
3700,0.0
922,1.0
1348,1.0
574,0.0
2482,1.0
2363,1.0
3136,1.0
400,1.0
3705,1.0
460,1.0
3712,1.0
3744,0.0
2569,0.0
3424,1.0
558,1.0
2264,1.0
884,0.0
2743,1.0
2540,0.0
1643,1.0
1459,0.0
1125,1.0
1609,1.0
1084,0.0
665,1.0
3023,0.0
1769,0.0
300,0.0
2503,1.0
1250,0.0
1939,1.0
3730,0.0
3534,0.0
1490,1.0
2979,0.0
3263,0.0
2709,1.0
154,0.0
1328,0.0
491,1.0
272,1.0
2906,0.0
363,0.0
995,1.0
3673,1.0
1251,1.0
742,1.0
115,0.0
816,0.0
3287,0.0
1915,1.0
411,1.0
3307,1.0
2959,1.0
2656,0.0
61,1.0
3233,0.0
2933,1.0
278,1.0
109,1.0
2651,0.0
2832,1.0
820,1.0
2814,1.0
2204,1.0
2527,0.0
1867,0.0
1159,1.0
2948,0.0
3054,1.0
3181,0.0
682,1.0
3646,1.0
3526,1.0
1343,1.0
2763,1.0
1804,1.0
2389,1.0
1899,1.0
1514,1.0
2472,1.0
2680,1.0
1718,0.0
2701,1.0
186,1.0
410,1.0
1452,1.0
833,1.0
2248,1.0
3183,1.0
3489,1.0
2662,1.0
2223,1.0
2842,1.0
2362,1.0
923,1.0
3052,0.0
3047,1.0
654,0.0
2453,1.0
726,1.0
2783,1.0
568,0.0
210,1.0
401,0.0
121,0.0
2341,1.0
2430,0.0
2958,0.0
1130,1.0
441,0.0
3682,1.0
3045,1.0
587,0.0
1573,0.0
3337,1.0
3752,0.0
2164,1.0
1093,1.0
2274,0.0
1986,0.0
2132,1.0
1793,0.0
2834,0.0
1998,1.0
2803,1.0
3257,0.0
594,0.0
2393,0.0
232,1.0
1763,0.0
3435,0.0
90,1.0
500,0.0
1958,0.0
2323,1.0
2136,0.0
2699,1.0
3531,1.0
2023,0.0
1916,0.0
2734,0.0
2769,0.0
348,0.0
1013,0.0
757,1.0
495,0.0
2926,1.0
727,0.0
338,1.0
1949,0.0
1967,0.0
2841,1.0
2456,0.0
2411,0.0
1742,1.0
2300,1.0
1518,0.0
784,1.0
3167,1.0
1780,1.0
3755,1.0
921,1.0
3008,0.0
1783,0.0
2366,1.0
355,1.0
668,0.0
819,1.0
3735,1.0
1632,1.0
2970,1.0
18,1.0
412,1.0
3693,1.0
1603,1.0
2331,1.0
1062,1.0
1135,0.0
3017,1.0
3338,1.0
1053,0.0
469,0.0
2155,1.0
1726,0.0
1534,0.0
2813,0.0
3490,1.0
492,1.0
2373,1.0
722,0.0
316,0.0
1108,0.0
2640,1.0
1705,1.0
485,1.0
3072,0.0
1545,1.0
116,0.0
2167,1.0
2867,1.0
3455,1.0
894,0.0
3215,1.0
1553,1.0
932,1.0
150,0.0
571,0.0
193,0.0
684,0.0
174,0.0
1644,1.0
2818,0.0
2681,0.0
3304,1.0
2417,0.0
3239,1.0
3699,1.0
1279,0.0
319,1.0
899,0.0
2802,1.0
3745,0.0
