,INTERSECT
2996,True
2997,True
2998,False
2999,False
3000,False
3001,False
3002,False
3003,False
3004,True
3005,True
3006,False
3007,False
3008,False
3009,False
3010,False
3011,False
3012,False
3013,False
3014,False
3015,False
3016,False
3017,False
3018,False
3019,False
3020,False
3021,False
3022,False
3023,False
3024,False
3025,False
3026,False
3027,False
3028,False
3029,False
3030,False
3031,False
3032,True
3033,False
3034,False
3035,False
3036,False
3037,False
3038,False
3039,False
3040,True
3041,False
3042,False
3043,False
3044,True
3045,False
3046,False
3047,True
3048,False
3049,False
3050,False
3051,True
3052,False
3053,False
3054,False
3055,False
3056,False
3057,False
3058,True
3059,False
3060,False
3061,True
3062,True
3063,True
3064,True
3065,False
3066,False
3067,False
3068,False
3069,False
3070,False
3071,False
3072,False
3073,False
3074,False
3075,False
3076,False
3077,False
3078,False
3079,False
3080,False
3081,False
3082,True
3083,False
3084,False
3085,False
3086,False
3087,True
3088,False
3089,False
3090,True
3091,False
3092,False
3093,False
3094,False
3095,False
3096,True
3097,True
3098,True
3099,False
3100,False
3101,False
3102,False
3103,True
3104,True
3105,False
3106,True
3107,False
3108,False
3109,False
3110,False
3111,False
3112,False
3113,True
3114,True
3115,False
3116,False
3117,False
3118,False
3119,False
3120,False
3121,False
3122,False
3123,False
3124,True
3125,False
3126,False
3127,False
3128,False
3129,False
3130,False
3131,False
3132,False
3133,False
3134,False
3135,False
3136,False
3137,False
3138,False
3139,False
3140,False
3141,False
3142,False
3143,False
3144,False
3145,False
3146,False
3147,False
3148,False
3149,False
3150,False
3151,False
3152,False
3153,True
3154,False
3155,False
3156,False
3157,True
3158,False
3159,False
3160,False
3161,False
3162,False
3163,False
3164,False
3165,False
3166,False
3167,False
3168,False
3169,False
3170,False
3171,False
3172,False
3173,False
3174,False
3175,False
3176,False
3177,True
3178,False
3179,False
3180,False
3181,False
3182,False
3183,True
3184,False
3185,False
3186,False
3187,True
3188,False
3189,True
3190,False
3191,False
3192,True
3193,False
3194,True
3195,False
3196,True
3197,False
3198,False
3199,False
3200,False
3201,False
3202,False
3203,True
3204,False
3205,False
3206,True
3207,True
3208,False
3209,False
3210,False
3211,True
3212,True
3213,False
3214,False
3215,False
3216,False
3217,False
3218,True
3219,True
3220,False
3221,False
3222,False
3223,True
3224,False
3225,False
3226,False
3227,False
3228,False
3229,True
3230,False
3231,False
3232,False
3233,False
3234,False
3235,False
3236,False
3237,False
3238,False
3239,False
3240,True
3241,False
3242,False
3243,True
3244,True
3245,False
3246,False
3247,False
3248,False
3249,False
3250,True
3251,True
3252,False
3253,False
3254,False
3255,False
3256,True
3257,False
3258,False
3259,False
3260,False
3261,True
3262,True
3263,False
3264,False
3265,False
3266,False
3267,True
3268,False
3269,False
3270,False
3271,True
3272,False
3273,True
3274,True
3275,False
3276,False
3277,False
3278,False
3279,False
3280,False
3281,False
3282,False
3283,False
3284,False
3285,False
3286,False
3287,False
3288,False
3289,False
3290,True
3291,False
3292,True
3293,False
3294,False
3295,True
3296,False
3297,False
3298,False
3299,False
3300,True
3301,False
3302,False
3303,False
3304,True
3305,False
3306,True
3307,True
3308,True
3309,True
3310,False
3311,False
3312,False
3313,True
3314,True
3315,False
3316,False
3317,False
3318,False
3319,False
3320,False
3321,False
3322,False
3323,False
3324,False
3325,False
3326,False
3327,False
3328,True
3329,False
3330,False
3331,True
3332,True
3333,False
3334,False
3335,False
3336,True
3337,False
3338,True
3339,False
3340,False
3341,False
3342,True
3343,False
3344,False
3345,False
3346,False
3347,False
3348,False
3349,False
3350,False
3351,True
3352,True
3353,False
3354,False
3355,True
3356,True
3357,False
3358,False
3359,False
3360,False
3361,False
3362,False
3363,False
3364,False
3365,True
3366,False
3367,False
3368,False
3369,False
3370,False
3371,False
3372,False
3373,False
3374,False
3375,False
3376,False
3377,False
3378,True
3379,False
3380,True
3381,False
3382,True
3383,True
3384,False
3385,True
3386,True
3387,True
3388,False
3389,True
3390,False
3391,True
3392,False
3393,False
3394,False
3395,False
3396,False
3397,False
3398,False
3399,False
3400,True
3401,False
3402,False
3403,False
3404,False
3405,False
3406,False
3407,False
3408,False
3409,True
3410,False
3411,True
3412,False
3413,False
3414,False
3415,False
3416,False
3417,False
3418,True
3419,False
3420,False
3421,False
3422,False
3423,False
3424,False
3425,False
3426,False
3427,False
3428,False
3429,False
3430,True
3431,True
3432,False
3433,True
3434,False
3435,False
3436,False
3437,False
3438,False
3439,False
3440,True
3441,True
3442,True
3443,False
3444,False
3445,False
3446,False
3447,False
3448,False
3449,False
3450,False
3451,True
3452,False
3453,False
3454,False
3455,False
3456,False
3457,False
3458,True
3459,False
3460,True
3461,False
3462,False
3463,True
3464,True
3465,True
3466,True
3467,True
3468,False
3469,True
3470,False
3471,False
3472,False
3473,False
3474,False
3475,False
3476,False
3477,False
3478,True
3479,False
3480,False
3481,False
3482,False
3483,False
3484,False
3485,False
3486,False
3487,False
3488,False
3489,False
3490,False
3491,False
3492,False
3493,False
3494,False
3495,False
3496,False
3497,False
3498,False
3499,False
3500,False
3501,False
3502,False
3503,False
3504,False
3505,False
3506,False
3507,False
3508,True
3509,False
3510,False
3511,False
3512,False
3513,False
3514,False
3515,True
3516,False
3517,False
3518,False
3519,False
3520,False
3521,False
3522,False
3523,False
3524,False
3525,False
3526,True
3527,False
3528,False
3529,False
3530,False
3531,True
3532,False
3533,False
3534,False
3535,True
3536,False
3537,False
3538,False
3539,False
3540,False
3541,False
3542,False
3543,False
3544,False
3545,False
3546,False
3547,True
3548,False
3549,False
3550,False
3551,True
3552,False
3553,False
3554,False
3555,True
3556,False
3557,False
3558,False
3559,False
3560,False
3561,False
3562,False
3563,False
3564,False
3565,False
3566,False
3567,False
3568,False
3569,True
3570,False
3571,False
3572,False
3573,False
3574,False
3575,False
3576,False
3577,False
3578,False
3579,False
3580,False
3581,False
3582,True
3583,False
3584,False
3585,False
3586,False
3587,False
3588,False
3589,False
3590,False
3591,False
3592,True
3593,False
3594,False
3595,False
3596,False
3597,False
3598,False
3599,False
3600,True
3601,False
3602,False
3603,False
3604,False
3605,True
3606,True
3607,False
3608,False
3609,False
3610,True
3611,True
3612,False
3613,False
3614,False
3615,False
3616,False
3617,False
3618,False
3619,False
3620,True
3621,True
3622,True
3623,False
3624,False
3625,False
3626,False
3627,False
3628,False
3629,False
3630,False
3631,True
3632,False
3633,False
3634,False
3635,True
3636,False
3637,True
3638,False
3639,False
3640,True
3641,False
3642,True
3643,False
3644,True
3645,False
3646,True
3647,False
3648,True
3649,False
3650,False
3651,False
3652,False
3653,False
3654,False
3655,False
3656,False
3657,False
3658,False
3659,False
3660,False
3661,False
3662,True
3663,True
3664,False
3665,True
3666,False
3667,False
3668,True
3669,True
3670,True
3671,False
3672,False
3673,False
3674,True
3675,False
3676,False
3677,False
3678,False
3679,False
3680,True
3681,False
3682,True
3683,False
3684,False
3685,False
3686,False
3687,False
3688,False
3689,False
3690,False
3691,False
3692,False
3693,False
3694,False
3695,False
3696,False
3697,True
3698,False
3699,True
3700,False
3701,False
3702,False
3703,True
3704,True
3705,True
3706,True
3707,False
3708,True
3709,False
3710,False
3711,False
3712,False
3713,False
3714,False
3715,False
3716,False
3717,False
3718,False
3719,False
3720,False
3721,False
3722,False
3723,False
3724,False
3725,True
3726,False
3727,False
3728,False
3729,False
3730,False
3731,True
3732,False
3733,False
3734,True
3735,False
3736,True
3737,False
3738,False
3739,True
3740,True
3741,True
3742,False
3743,False
3744,False
3745,False
3746,False
3747,False
3748,True
3749,True
3750,False
3751,True
3752,False
3753,False
3754,True
3755,True
3756,False
3757,False
3758,False
3759,False
3760,False
3761,False
3762,False
3763,False
3764,False
3765,False
3766,False
