filtered_idx,split,original_idx,V.SUM.TOTAL,P.SUM.TOTAL,y_victim,y_perpetration,y_overlap
878,train,878,2.0,0.0,1,0,0
879,train,879,0.0,0.0,0,0,0
880,train,880,0.0,0.0,0,0,0
881,train,881,1.0,0.0,1,0,0
882,train,882,0.0,0.0,0,0,0
883,train,883,4.0,0.0,1,0,0
884,train,884,0.0,0.0,0,0,0
888,train,888,0.0,0.0,0,0,0
893,train,893,0.0,0.0,0,0,0
894,train,894,0.0,0.0,0,0,0
895,train,895,2.0,1.0,1,1,1
896,train,896,0.0,0.0,0,0,0
899,train,899,0.0,0.0,0,0,0
900,train,900,6.0,3.0,1,1,1
902,train,902,3.0,0.0,1,0,0
903,train,903,6.0,1.0,1,1,1
905,train,905,3.0,1.0,1,1,1
907,train,907,1.0,0.0,1,0,0
908,train,908,0.0,0.0,0,0,0
909,train,909,0.0,0.0,0,0,0
910,train,910,0.0,0.0,0,0,0
912,train,912,1.0,0.0,1,0,0
913,train,913,0.0,0.0,0,0,0
914,train,914,2.0,0.0,1,0,0
916,train,916,4.0,0.0,1,0,0
917,train,917,1.0,0.0,1,0,0
918,train,918,12.0,3.0,1,1,1
920,train,920,4.0,0.0,1,0,0
924,train,924,6.0,2.0,1,1,1
927,train,927,3.0,0.0,1,0,0
929,train,929,0.0,0.0,0,0,0
930,train,930,0.0,0.0,0,0,0
932,train,932,4.0,0.0,1,0,0
934,train,934,0.0,0.0,0,0,0
935,train,935,0.0,0.0,0,0,0
936,train,936,0.0,0.0,0,0,0
937,train,937,1.0,0.0,1,0,0
938,train,938,0.0,0.0,0,0,0
939,train,939,0.0,0.0,0,0,0
940,train,940,0.0,0.0,0,0,0
941,train,941,0.0,0.0,0,0,0
942,train,942,0.0,0.0,0,0,0
945,train,945,0.0,0.0,0,0,0
947,train,947,9.0,1.0,1,1,1
949,train,949,0.0,0.0,0,0,0
951,train,951,0.0,0.0,0,0,0
952,train,952,1.0,0.0,1,0,0
953,train,953,0.0,0.0,0,0,0
954,train,954,0.0,0.0,0,0,0
955,train,955,7.0,0.0,1,0,0
956,train,956,0.0,0.0,0,0,0
957,train,957,0.0,0.0,0,0,0
958,train,958,0.0,0.0,0,0,0
959,train,959,0.0,1.0,0,1,0
960,train,960,2.0,0.0,1,0,0
961,train,961,2.0,0.0,1,0,0
962,train,962,0.0,0.0,0,0,0
963,train,963,0.0,0.0,0,0,0
964,train,964,0.0,0.0,0,0,0
965,train,965,1.0,0.0,1,0,0
966,train,966,0.0,0.0,0,0,0
967,train,967,0.0,0.0,0,0,0
968,train,968,3.0,1.0,1,1,1
971,train,971,2.0,1.0,1,1,1
972,train,972,1.0,0.0,1,0,0
975,train,975,3.0,0.0,1,0,0
976,train,976,0.0,0.0,0,0,0
977,train,977,4.0,0.0,1,0,0
978,train,978,0.0,1.0,0,1,0
979,train,979,0.0,0.0,0,0,0
980,train,980,6.0,1.0,1,1,1
983,train,983,0.0,0.0,0,0,0
984,train,984,0.0,0.0,0,0,0
985,train,985,1.0,0.0,1,0,0
986,train,986,0.0,0.0,0,0,0
987,train,987,1.0,3.0,1,1,1
988,train,988,1.0,0.0,1,0,0
989,train,989,0.0,0.0,0,0,0
990,train,990,0.0,0.0,0,0,0
992,train,992,3.0,1.0,1,1,1
993,train,993,0.0,0.0,0,0,0
994,train,994,0.0,0.0,0,0,0
995,train,995,2.0,0.0,1,0,0
996,train,996,2.0,0.0,1,0,0
997,train,997,3.0,4.0,1,1,1
998,train,998,0.0,0.0,0,0,0
1001,train,1001,0.0,0.0,0,0,0
1002,train,1002,2.0,0.0,1,0,0
1003,train,1003,8.0,2.0,1,1,1
1005,train,1005,3.0,0.0,1,0,0
1006,train,1006,0.0,0.0,0,0,0
1007,train,1007,0.0,0.0,0,0,0
1008,train,1008,4.0,2.0,1,1,1
1010,train,1010,0.0,0.0,0,0,0
1011,train,1011,5.0,0.0,1,0,0
1012,train,1012,0.0,0.0,0,0,0
1013,train,1013,9.0,0.0,1,0,0
1014,train,1014,0.0,0.0,0,0,0
1015,train,1015,1.0,0.0,1,0,0
1016,train,1016,0.0,0.0,0,0,0
1018,train,1018,0.0,0.0,0,0,0
1019,train,1019,3.0,2.0,1,1,1
1020,train,1020,0.0,0.0,0,0,0
1022,train,1022,0.0,0.0,0,0,0
1023,train,1023,4.0,2.0,1,1,1
1024,train,1024,1.0,1.0,1,1,1
1027,train,1027,0.0,0.0,0,0,0
1028,train,1028,1.0,0.0,1,0,0
1029,train,1029,5.0,0.0,1,0,0
1032,train,1032,7.0,0.0,1,0,0
1033,train,1033,0.0,0.0,0,0,0
1034,train,1034,3.0,0.0,1,0,0
1035,train,1035,3.0,0.0,1,0,0
1036,train,1036,2.0,0.0,1,0,0
1037,train,1037,0.0,0.0,0,0,0
1038,train,1038,0.0,0.0,0,0,0
1040,train,1040,0.0,0.0,0,0,0
1041,train,1041,0.0,0.0,0,0,0
1042,train,1042,0.0,0.0,0,0,0
1044,train,1044,0.0,0.0,0,0,0
1045,train,1045,3.0,0.0,1,0,0
1047,train,1047,0.0,0.0,0,0,0
1049,train,1049,0.0,0.0,0,0,0
1050,train,1050,0.0,0.0,0,0,0
1052,train,1052,2.0,0.0,1,0,0
1054,train,1054,1.0,0.0,1,0,0
1055,train,1055,1.0,1.0,1,1,1
1057,train,1057,0.0,0.0,0,0,0
1059,train,1059,0.0,0.0,0,0,0
1061,train,1061,1.0,0.0,1,0,0
1062,train,1062,0.0,0.0,0,0,0
1063,train,1063,1.0,0.0,1,0,0
1065,train,1065,0.0,1.0,0,1,0
1066,train,1066,10.0,6.0,1,1,1
1067,train,1067,2.0,1.0,1,1,1
1070,train,1070,3.0,0.0,1,0,0
1073,train,1073,1.0,0.0,1,0,0
1074,train,1074,2.0,1.0,1,1,1
1075,train,1075,2.0,0.0,1,0,0
1077,train,1077,0.0,0.0,0,0,0
1078,train,1078,2.0,0.0,1,0,0
1079,train,1079,0.0,0.0,0,0,0
1081,train,1081,0.0,1.0,0,1,0
1082,train,1082,1.0,1.0,1,1,1
1083,train,1083,0.0,0.0,0,0,0
1085,train,1085,0.0,0.0,0,0,0
1086,train,1086,4.0,0.0,1,0,0
1087,train,1087,3.0,0.0,1,0,0
1088,train,1088,0.0,0.0,0,0,0
1089,train,1089,0.0,0.0,0,0,0
1091,train,1091,0.0,0.0,0,0,0
1093,train,1093,0.0,0.0,0,0,0
1095,train,1095,1.0,0.0,1,0,0
1096,train,1096,0.0,0.0,0,0,0
1097,train,1097,1.0,0.0,1,0,0
1098,train,1098,0.0,0.0,0,0,0
1101,train,1101,0.0,0.0,0,0,0
1102,train,1102,0.0,0.0,0,0,0
1104,train,1104,1.0,0.0,1,0,0
1105,train,1105,0.0,0.0,0,0,0
1106,train,1106,0.0,0.0,0,0,0
1107,train,1107,0.0,0.0,0,0,0
1108,train,1108,1.0,0.0,1,0,0
1110,train,1110,1.0,0.0,1,0,0
1111,train,1111,1.0,0.0,1,0,0
1112,train,1112,0.0,0.0,0,0,0
1113,train,1113,0.0,0.0,0,0,0
1114,train,1114,0.0,0.0,0,0,0
1115,train,1115,0.0,0.0,0,0,0
1116,train,1116,0.0,0.0,0,0,0
1118,train,1118,0.0,0.0,0,0,0
1119,train,1119,0.0,0.0,0,0,0
1120,train,1120,0.0,0.0,0,0,0
1121,train,1121,13.0,2.0,1,1,1
1122,train,1122,0.0,0.0,0,0,0
1124,train,1124,4.0,6.0,1,1,1
1125,train,1125,0.0,0.0,0,0,0
1126,train,1126,1.0,0.0,1,0,0
1127,train,1127,2.0,0.0,1,0,0
1128,train,1128,0.0,1.0,0,1,0
1132,train,1132,1.0,0.0,1,0,0
1135,train,1135,0.0,0.0,0,0,0
1136,train,1136,0.0,0.0,0,0,0
1137,train,1137,1.0,0.0,1,0,0
1138,train,1138,0.0,0.0,0,0,0
1139,train,1139,0.0,0.0,0,0,0
1140,train,1140,1.0,0.0,1,0,0
1141,train,1141,1.0,0.0,1,0,0
1142,train,1142,1.0,0.0,1,0,0
1143,train,1143,2.0,0.0,1,0,0
1145,train,1145,4.0,1.0,1,1,1
1146,train,1146,0.0,0.0,0,0,0
1147,train,1147,1.0,0.0,1,0,0
1149,train,1149,0.0,0.0,0,0,0
1150,train,1150,0.0,0.0,0,0,0
1152,train,1152,0.0,0.0,0,0,0
1153,train,1153,2.0,0.0,1,0,0
1154,train,1154,0.0,0.0,0,0,0
1155,train,1155,0.0,0.0,0,0,0
1156,train,1156,14.0,2.0,1,1,1
1157,train,1157,1.0,1.0,1,1,1
1160,train,1160,9.0,0.0,1,0,0
1161,train,1161,0.0,0.0,0,0,0
1163,train,1163,6.0,1.0,1,1,1
1164,train,1164,0.0,0.0,0,0,0
1165,train,1165,0.0,0.0,0,0,0
1166,train,1166,0.0,0.0,0,0,0
1167,train,1167,3.0,0.0,1,0,0
1168,train,1168,3.0,0.0,1,0,0
1169,train,1169,0.0,0.0,0,0,0
1171,train,1171,2.0,0.0,1,0,0
1173,train,1173,9.0,5.0,1,1,1
1174,train,1174,3.0,2.0,1,1,1
1175,train,1175,0.0,0.0,0,0,0
1176,train,1176,0.0,1.0,0,1,0
1177,train,1177,0.0,0.0,0,0,0
1178,train,1178,0.0,0.0,0,0,0
1179,train,1179,0.0,0.0,0,0,0
1180,train,1180,3.0,0.0,1,0,0
1181,train,1181,0.0,0.0,0,0,0
1182,train,1182,0.0,1.0,0,1,0
1183,train,1183,0.0,0.0,0,0,0
1184,train,1184,0.0,0.0,0,0,0
1186,train,1186,0.0,0.0,0,0,0
1187,train,1187,0.0,0.0,0,0,0
1188,train,1188,2.0,0.0,1,0,0
1190,train,1190,2.0,0.0,1,0,0
1192,train,1192,1.0,0.0,1,0,0
1193,train,1193,2.0,0.0,1,0,0
1194,train,1194,0.0,0.0,0,0,0
1195,train,1195,0.0,0.0,0,0,0
1196,train,1196,3.0,2.0,1,1,1
1197,train,1197,1.0,0.0,1,0,0
1198,train,1198,3.0,1.0,1,1,1
1199,train,1199,0.0,0.0,0,0,0
1200,train,1200,0.0,0.0,0,0,0
1201,train,1201,1.0,0.0,1,0,0
1202,train,1202,0.0,0.0,0,0,0
1203,train,1203,0.0,2.0,0,1,0
1205,train,1205,1.0,2.0,1,1,1
1207,train,1207,0.0,0.0,0,0,0
1208,train,1208,0.0,0.0,0,0,0
1209,train,1209,2.0,0.0,1,0,0
1210,train,1210,0.0,0.0,0,0,0
1212,train,1212,0.0,1.0,0,1,0
1213,train,1213,0.0,2.0,0,1,0
1214,train,1214,0.0,0.0,0,0,0
1215,train,1215,0.0,0.0,0,0,0
1216,train,1216,0.0,0.0,0,0,0
1217,train,1217,8.0,0.0,1,0,0
1218,train,1218,9.0,0.0,1,0,0
1219,train,1219,0.0,0.0,0,0,0
1220,train,1220,0.0,0.0,0,0,0
1222,train,1222,1.0,0.0,1,0,0
1224,train,1224,0.0,0.0,0,0,0
1225,train,1225,1.0,0.0,1,0,0
1226,train,1226,0.0,0.0,0,0,0
1227,train,1227,0.0,0.0,0,0,0
1228,train,1228,1.0,1.0,1,1,1
1229,train,1229,13.0,0.0,1,0,0
1230,train,1230,3.0,0.0,1,0,0
1231,train,1231,0.0,0.0,0,0,0
1232,train,1232,8.0,2.0,1,1,1
1233,train,1233,7.0,1.0,1,1,1
1234,train,1234,0.0,0.0,0,0,0
1235,train,1235,1.0,0.0,1,0,0
1237,train,1237,4.0,0.0,1,0,0
1238,train,1238,2.0,1.0,1,1,1
1240,train,1240,3.0,0.0,1,0,0
1242,train,1242,4.0,2.0,1,1,1
1245,train,1245,1.0,0.0,1,0,0
1246,train,1246,3.0,1.0,1,1,1
1247,train,1247,4.0,2.0,1,1,1
1249,train,1249,2.0,0.0,1,0,0
1250,train,1250,0.0,0.0,0,0,0
1251,train,1251,10.0,2.0,1,1,1
1252,train,1252,1.0,0.0,1,0,0
1253,train,1253,0.0,0.0,0,0,0
1254,train,1254,1.0,0.0,1,0,0
1255,train,1255,8.0,1.0,1,1,1
1256,train,1256,0.0,0.0,0,0,0
1257,train,1257,3.0,0.0,1,0,0
1258,train,1258,6.0,0.0,1,0,0
1263,train,1263,2.0,0.0,1,0,0
1264,train,1264,1.0,0.0,1,0,0
1266,train,1266,1.0,0.0,1,0,0
1268,train,1268,1.0,1.0,1,1,1
1269,train,1269,4.0,1.0,1,1,1
1270,train,1270,2.0,0.0,1,0,0
1271,train,1271,1.0,0.0,1,0,0
1272,train,1272,0.0,0.0,0,0,0
1273,train,1273,1.0,0.0,1,0,0
1274,train,1274,0.0,0.0,0,0,0
1275,train,1275,0.0,1.0,0,1,0
1276,train,1276,11.0,1.0,1,1,1
1277,train,1277,9.0,11.0,1,1,1
1279,train,1279,11.0,7.0,1,1,1
1280,train,1280,12.0,4.0,1,1,1
1281,train,1281,0.0,0.0,0,0,0
1282,train,1282,0.0,0.0,0,0,0
1284,train,1284,0.0,0.0,0,0,0
1285,train,1285,3.0,0.0,1,0,0
1286,train,1286,1.0,0.0,1,0,0
1287,train,1287,2.0,0.0,1,0,0
1288,train,1288,0.0,0.0,0,0,0
1290,train,1290,4.0,0.0,1,0,0
1291,train,1291,0.0,0.0,0,0,0
1292,train,1292,3.0,0.0,1,0,0
1293,train,1293,0.0,0.0,0,0,0
1294,train,1294,4.0,1.0,1,1,1
1295,train,1295,0.0,0.0,0,0,0
1297,train,1297,1.0,2.0,1,1,1
1298,train,1298,0.0,0.0,0,0,0
1299,train,1299,0.0,0.0,0,0,0
1300,train,1300,11.0,1.0,1,1,1
1301,train,1301,4.0,1.0,1,1,1
1302,train,1302,0.0,0.0,0,0,0
1303,train,1303,0.0,0.0,0,0,0
1304,train,1304,0.0,0.0,0,0,0
1306,train,1306,0.0,0.0,0,0,0
1307,train,1307,0.0,0.0,0,0,0
1308,train,1308,0.0,0.0,0,0,0
1309,train,1309,1.0,0.0,1,0,0
1310,train,1310,0.0,0.0,0,0,0
1311,train,1311,0.0,0.0,0,0,0
1312,train,1312,1.0,0.0,1,0,0
1315,train,1315,0.0,0.0,0,0,0
1316,train,1316,0.0,0.0,0,0,0
1317,train,1317,0.0,0.0,0,0,0
1318,train,1318,0.0,0.0,0,0,0
1319,train,1319,0.0,0.0,0,0,0
1320,train,1320,0.0,0.0,0,0,0
1321,train,1321,1.0,0.0,1,0,0
1322,train,1322,0.0,0.0,0,0,0
1324,train,1324,3.0,0.0,1,0,0
1325,train,1325,2.0,0.0,1,0,0
1326,train,1326,0.0,0.0,0,0,0
1327,train,1327,0.0,0.0,0,0,0
1328,train,1328,0.0,0.0,0,0,0
1330,train,1330,0.0,0.0,0,0,0
1331,train,1331,0.0,0.0,0,0,0
1333,train,1333,2.0,0.0,1,0,0
1334,train,1334,0.0,0.0,0,0,0
1337,train,1337,0.0,0.0,0,0,0
1338,train,1338,0.0,0.0,0,0,0
1341,train,1341,5.0,0.0,1,0,0
1342,train,1342,6.0,2.0,1,1,1
1344,train,1344,7.0,0.0,1,0,0
1345,train,1345,2.0,1.0,1,1,1
1346,train,1346,0.0,0.0,0,0,0
1347,train,1347,2.0,0.0,1,0,0
1349,train,1349,1.0,0.0,1,0,0
1350,train,1350,2.0,2.0,1,1,1
1351,train,1351,0.0,0.0,0,0,0
1352,train,1352,3.0,0.0,1,0,0
1353,train,1353,2.0,3.0,1,1,1
1354,train,1354,0.0,1.0,0,1,0
1355,train,1355,0.0,0.0,0,0,0
1357,train,1357,0.0,0.0,0,0,0
1358,train,1358,0.0,0.0,0,0,0
1359,train,1359,1.0,0.0,1,0,0
1360,train,1360,0.0,0.0,0,0,0
1361,train,1361,0.0,2.0,0,1,0
1362,train,1362,0.0,0.0,0,0,0
1364,train,1364,0.0,0.0,0,0,0
1365,train,1365,1.0,0.0,1,0,0
1366,train,1366,0.0,0.0,0,0,0
1367,train,1367,4.0,3.0,1,1,1
1368,train,1368,3.0,2.0,1,1,1
1369,train,1369,0.0,0.0,0,0,0
1370,train,1370,10.0,0.0,1,0,0
1371,train,1371,13.0,1.0,1,1,1
1372,train,1372,0.0,0.0,0,0,0
1373,train,1373,4.0,0.0,1,0,0
1374,train,1374,2.0,1.0,1,1,1
1375,train,1375,1.0,0.0,1,0,0
1379,train,1379,1.0,6.0,1,1,1
1380,train,1380,3.0,1.0,1,1,1
1381,train,1381,0.0,0.0,0,0,0
1384,train,1384,1.0,1.0,1,1,1
1385,train,1385,1.0,1.0,1,1,1
1387,train,1387,0.0,0.0,0,0,0
1388,train,1388,2.0,0.0,1,0,0
1390,train,1390,1.0,0.0,1,0,0
1391,train,1391,3.0,0.0,1,0,0
1392,train,1392,0.0,0.0,0,0,0
1393,train,1393,0.0,0.0,0,0,0
1395,train,1395,0.0,0.0,0,0,0
1396,train,1396,0.0,0.0,0,0,0
1398,train,1398,1.0,0.0,1,0,0
1399,train,1399,2.0,0.0,1,0,0
1401,train,1401,3.0,0.0,1,0,0
1403,train,1403,0.0,0.0,0,0,0
1404,train,1404,0.0,0.0,0,0,0
1405,train,1405,2.0,0.0,1,0,0
1406,train,1406,0.0,3.0,0,1,0
1407,train,1407,0.0,0.0,0,0,0
1408,train,1408,1.0,0.0,1,0,0
1411,train,1411,0.0,0.0,0,0,0
1413,train,1413,0.0,0.0,0,0,0
1414,train,1414,0.0,0.0,0,0,0
1421,train,1421,4.0,1.0,1,1,1
1422,train,1422,3.0,4.0,1,1,1
1423,train,1423,3.0,2.0,1,1,1
1426,train,1426,0.0,0.0,0,0,0
1427,train,1427,0.0,0.0,0,0,0
1428,train,1428,6.0,0.0,1,0,0
1432,train,1432,1.0,0.0,1,0,0
1436,train,1436,2.0,0.0,1,0,0
1438,train,1438,6.0,1.0,1,1,1
1440,train,1440,4.0,1.0,1,1,1
1441,train,1441,7.0,7.0,1,1,1
1445,train,1445,0.0,1.0,0,1,0
1446,train,1446,1.0,0.0,1,0,0
1448,train,1448,1.0,1.0,1,1,1
1449,train,1449,0.0,0.0,0,0,0
1450,train,1450,0.0,0.0,0,0,0
1451,train,1451,0.0,0.0,0,0,0
1452,train,1452,0.0,0.0,0,0,0
1454,train,1454,3.0,2.0,1,1,1
1455,train,1455,0.0,0.0,0,0,0
1456,train,1456,1.0,0.0,1,0,0
1457,train,1457,1.0,0.0,1,0,0
1458,train,1458,0.0,0.0,0,0,0
1460,train,1460,16.0,15.0,1,1,1
1461,train,1461,0.0,0.0,0,0,0
1462,train,1462,0.0,0.0,0,0,0
1463,train,1463,2.0,0.0,1,0,0
1465,train,1465,1.0,0.0,1,0,0
1466,train,1466,11.0,0.0,1,0,0
1468,train,1468,3.0,1.0,1,1,1
1469,train,1469,0.0,0.0,0,0,0
1470,train,1470,0.0,0.0,0,0,0
1471,train,1471,0.0,0.0,0,0,0
1472,train,1472,6.0,2.0,1,1,1
1474,train,1474,6.0,0.0,1,0,0
1475,train,1475,1.0,0.0,1,0,0
1477,train,1477,0.0,0.0,0,0,0
1478,train,1478,0.0,0.0,0,0,0
1479,train,1479,4.0,0.0,1,0,0
1480,train,1480,1.0,0.0,1,0,0
1481,train,1481,0.0,0.0,0,0,0
1482,train,1482,0.0,0.0,0,0,0
1484,train,1484,0.0,0.0,0,0,0
1485,train,1485,0.0,0.0,0,0,0
1486,train,1486,0.0,0.0,0,0,0
1487,train,1487,0.0,0.0,0,0,0
1488,train,1488,0.0,0.0,0,0,0
1489,train,1489,0.0,0.0,0,0,0
1490,train,1490,0.0,0.0,0,0,0
1491,train,1491,2.0,0.0,1,0,0
1492,train,1492,0.0,0.0,0,0,0
1493,train,1493,4.0,1.0,1,1,1
1494,train,1494,2.0,0.0,1,0,0
1495,train,1495,1.0,0.0,1,0,0
1496,train,1496,3.0,1.0,1,1,1
1497,train,1497,0.0,0.0,0,0,0
1498,train,1498,3.0,0.0,1,0,0
1499,train,1499,0.0,0.0,0,0,0
1500,train,1500,2.0,0.0,1,0,0
1501,train,1501,0.0,0.0,0,0,0
1502,train,1502,2.0,3.0,1,1,1
1503,train,1503,1.0,0.0,1,0,0
1505,train,1505,2.0,0.0,1,0,0
1506,train,1506,0.0,0.0,0,0,0
1508,train,1508,0.0,0.0,0,0,0
1510,train,1510,0.0,0.0,0,0,0
1515,train,1515,1.0,0.0,1,0,0
1516,train,1516,2.0,0.0,1,0,0
1517,train,1517,1.0,0.0,1,0,0
1519,train,1519,9.0,7.0,1,1,1
1522,train,1522,0.0,1.0,0,1,0
1523,train,1523,1.0,0.0,1,0,0
1524,train,1524,1.0,0.0,1,0,0
1528,train,1528,4.0,0.0,1,0,0
1529,train,1529,0.0,0.0,0,0,0
1530,train,1530,0.0,0.0,0,0,0
1531,train,1531,5.0,2.0,1,1,1
1532,train,1532,0.0,0.0,0,0,0
1533,train,1533,5.0,1.0,1,1,1
1534,train,1534,10.0,0.0,1,0,0
1535,train,1535,0.0,0.0,0,0,0
1536,train,1536,12.0,14.0,1,1,1
1537,train,1537,2.0,0.0,1,0,0
1539,train,1539,2.0,1.0,1,1,1
1541,train,1541,0.0,0.0,0,0,0
1542,train,1542,1.0,0.0,1,0,0
1543,train,1543,0.0,0.0,0,0,0
1544,train,1544,6.0,1.0,1,1,1
1546,train,1546,17.0,14.0,1,1,1
1547,train,1547,5.0,0.0,1,0,0
1549,train,1549,1.0,0.0,1,0,0
1551,train,1551,9.0,0.0,1,0,0
1552,train,1552,0.0,0.0,0,0,0
1553,train,1553,0.0,0.0,0,0,0
1556,train,1556,12.0,11.0,1,1,1
1557,train,1557,4.0,1.0,1,1,1
1558,train,1558,0.0,0.0,0,0,0
1559,train,1559,0.0,0.0,0,0,0
1560,train,1560,1.0,1.0,1,1,1
1563,train,1563,12.0,0.0,1,0,0
1565,train,1565,0.0,0.0,0,0,0
1566,train,1566,2.0,0.0,1,0,0
1567,train,1567,3.0,0.0,1,0,0
1568,train,1568,4.0,0.0,1,0,0
1569,train,1569,0.0,0.0,0,0,0
1570,train,1570,7.0,5.0,1,1,1
1571,train,1571,2.0,0.0,1,0,0
1573,train,1573,2.0,0.0,1,0,0
1574,train,1574,1.0,0.0,1,0,0
1575,train,1575,1.0,1.0,1,1,1
1577,train,1577,2.0,0.0,1,0,0
1578,train,1578,0.0,2.0,0,1,0
1579,train,1579,0.0,0.0,0,0,0
1580,train,1580,3.0,1.0,1,1,1
1582,train,1582,0.0,0.0,0,0,0
1583,train,1583,5.0,0.0,1,0,0
1584,train,1584,0.0,0.0,0,0,0
1585,train,1585,0.0,0.0,0,0,0
1586,train,1586,0.0,0.0,0,0,0
1587,train,1587,0.0,0.0,0,0,0
1588,train,1588,1.0,0.0,1,0,0
1590,train,1590,0.0,0.0,0,0,0
1591,train,1591,4.0,1.0,1,1,1
1592,train,1592,0.0,0.0,0,0,0
1593,train,1593,1.0,2.0,1,1,1
1594,train,1594,0.0,0.0,0,0,0
1595,train,1595,1.0,0.0,1,0,0
1596,train,1596,0.0,0.0,0,0,0
1597,train,1597,0.0,0.0,0,0,0
1598,train,1598,5.0,0.0,1,0,0
1599,train,1599,0.0,0.0,0,0,0
1600,train,1600,1.0,0.0,1,0,0
1601,train,1601,0.0,1.0,0,1,0
1602,train,1602,0.0,0.0,0,0,0
1603,train,1603,0.0,0.0,0,0,0
1606,train,1606,0.0,0.0,0,0,0
1608,train,1608,2.0,1.0,1,1,1
1609,train,1609,0.0,0.0,0,0,0
1610,train,1610,1.0,0.0,1,0,0
1611,train,1611,4.0,2.0,1,1,1
1612,train,1612,0.0,0.0,0,0,0
1613,train,1613,0.0,0.0,0,0,0
1614,train,1614,0.0,0.0,0,0,0
1616,train,1616,0.0,0.0,0,0,0
1617,train,1617,3.0,0.0,1,0,0
1619,train,1619,1.0,1.0,1,1,1
1621,train,1621,0.0,0.0,0,0,0
1622,train,1622,3.0,4.0,1,1,1
1623,train,1623,0.0,0.0,0,0,0
1625,train,1625,0.0,0.0,0,0,0
1626,train,1626,1.0,0.0,1,0,0
1627,train,1627,3.0,3.0,1,1,1
1628,train,1628,0.0,0.0,0,0,0
1629,train,1629,3.0,0.0,1,0,0
1631,train,1631,3.0,1.0,1,1,1
1632,train,1632,3.0,0.0,1,0,0
1633,train,1633,3.0,1.0,1,1,1
1634,train,1634,0.0,0.0,0,0,0
1635,train,1635,0.0,0.0,0,0,0
1636,train,1636,0.0,0.0,0,0,0
1637,train,1637,2.0,1.0,1,1,1
1638,train,1638,2.0,1.0,1,1,1
1639,train,1639,10.0,1.0,1,1,1
1641,train,1641,0.0,0.0,0,0,0
1642,train,1642,0.0,0.0,0,0,0
1643,train,1643,0.0,0.0,0,0,0
1644,train,1644,0.0,0.0,0,0,0
1645,train,1645,0.0,0.0,0,0,0
1646,train,1646,2.0,0.0,1,0,0
1647,train,1647,0.0,0.0,0,0,0
1648,train,1648,0.0,0.0,0,0,0
1649,train,1649,5.0,0.0,1,0,0
1650,train,1650,0.0,1.0,0,1,0
1651,train,1651,1.0,0.0,1,0,0
1652,train,1652,2.0,1.0,1,1,1
1653,train,1653,8.0,1.0,1,1,1
1654,train,1654,2.0,3.0,1,1,1
1656,train,1656,0.0,0.0,0,0,0
1658,train,1658,1.0,0.0,1,0,0
1659,train,1659,0.0,0.0,0,0,0
1660,train,1660,3.0,0.0,1,0,0
1662,train,1662,1.0,0.0,1,0,0
1663,train,1663,1.0,0.0,1,0,0
1664,train,1664,0.0,0.0,0,0,0
1665,train,1665,0.0,0.0,0,0,0
1668,train,1668,2.0,3.0,1,1,1
1670,train,1670,0.0,1.0,0,1,0
1672,train,1672,0.0,0.0,0,0,0
1674,train,1674,0.0,0.0,0,0,0
1675,train,1675,0.0,0.0,0,0,0
1676,train,1676,0.0,1.0,0,1,0
1677,train,1677,0.0,0.0,0,0,0
1678,train,1678,0.0,0.0,0,0,0
1679,train,1679,0.0,0.0,0,0,0
1680,train,1680,1.0,0.0,1,0,0
1681,train,1681,0.0,0.0,0,0,0
1683,train,1683,1.0,0.0,1,0,0
1684,train,1684,4.0,4.0,1,1,1
1685,train,1685,3.0,3.0,1,1,1
1686,train,1686,0.0,0.0,0,0,0
1687,train,1687,1.0,1.0,1,1,1
1688,train,1688,1.0,0.0,1,0,0
1689,train,1689,2.0,0.0,1,0,0
1690,train,1690,0.0,0.0,0,0,0
1691,train,1691,0.0,0.0,0,0,0
1692,train,1692,1.0,1.0,1,1,1
1693,train,1693,3.0,0.0,1,0,0
1695,train,1695,0.0,0.0,0,0,0
1696,train,1696,1.0,0.0,1,0,0
1698,train,1698,1.0,0.0,1,0,0
1699,train,1699,0.0,0.0,0,0,0
1700,train,1700,1.0,0.0,1,0,0
1701,train,1701,0.0,0.0,0,0,0
1702,train,1702,1.0,0.0,1,0,0
1703,train,1703,4.0,2.0,1,1,1
1705,train,1705,1.0,0.0,1,0,0
1706,train,1706,0.0,0.0,0,0,0
1707,train,1707,0.0,0.0,0,0,0
1709,train,1709,0.0,0.0,0,0,0
1710,train,1710,1.0,0.0,1,0,0
1711,train,1711,0.0,0.0,0,0,0
1712,train,1712,0.0,0.0,0,0,0
1713,train,1713,0.0,0.0,0,0,0
1714,train,1714,3.0,0.0,1,0,0
1715,train,1715,2.0,1.0,1,1,1
1716,train,1716,0.0,0.0,0,0,0
1719,train,1719,0.0,0.0,0,0,0
1720,train,1720,1.0,0.0,1,0,0
1721,train,1721,2.0,0.0,1,0,0
1722,train,1722,0.0,0.0,0,0,0
1724,train,1724,0.0,0.0,0,0,0
1725,train,1725,2.0,0.0,1,0,0
1726,train,1726,6.0,2.0,1,1,1
1727,train,1727,8.0,0.0,1,0,0
1728,train,1728,0.0,0.0,0,0,0
1729,train,1729,4.0,0.0,1,0,0
1730,train,1730,0.0,0.0,0,0,0
1731,train,1731,0.0,2.0,0,1,0
1733,train,1733,1.0,0.0,1,0,0
1734,train,1734,2.0,1.0,1,1,1
